TIPO_INSTITUCION	INSTITUCION	SEDE	REGION	CARRERA	HORARIO	ACREDITACION_CARRERA	TOTAL_MATRICULADOS	TOTAL_MATRICULADOS_PRIMER_AÑO
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE VIÑA DEL MAR	V REGIÓN	ASISTENTE TECNICO DEL EDUCADOR DE PARVULOS	Diurno	No Acreditada	3	
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE VIÑA DEL MAR	V REGIÓN	ASISTENTE TECNICO DEL EDUCADOR DE PARVULOS	Vespertino	No Acreditada	26	
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE VIÑA DEL MAR	V REGIÓN	GASTRONOMIA Y COCINA INTERNACIONAL	Diurno	No Acreditada	26	
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE CHILLAN	VIII REGIÓN	TECNICO EN ELECTROMECANICA AUTOMOTRIZ	Diurno	No Acreditada	14	
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE CHILLAN	VIII REGIÓN	TECNICO EN CONSTRUCCION	Diurno	No Acreditada	6	1
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE CHILLAN	VIII REGIÓN	TECNICO EN CONSTRUCCION	Vespertino	No Acreditada	77	48
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE CHILLAN	VIII REGIÓN	ASISTENTE TECNICO DEL EDUCADOR DE PARVULOS	Diurno	No Acreditada	182	77
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE CHILLAN	VIII REGIÓN	ASISTENTE TECNICO DEL EDUCADOR DE PARVULOS	Vespertino	No Acreditada	135	61
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE SANTIAGO	REGIÓN METROPOLITANA	GASTRONOMIA MENCION COCINA INTERNACIONAL	Vespertino	No Acreditada	20	3
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE SANTIAGO	REGIÓN METROPOLITANA	GASTRONOMIA MENCION PASTELERIA INTERNACIONAL	Diurno	No Acreditada	96	48
CENTRO DE FORMACIÓN TÉCNICA	CFT DIEGO PORTALES	SEDE SANTIAGO	REGIÓN METROPOLITANA	GASTRONOMIA MENCION PASTELERIA INTERNACIONAL	Vespertino	No Acreditada	11	11
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	TECNICO EN CONSTRUCCION	Diurno	Acreditada	77	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	TECNICO EN CONSTRUCCION	Vespertino	Acreditada	78	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	TECNICO EN MECANICA AUTOMOTRIZ Y AUTOTRONICA	Diurno	Acreditada	109	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	TECNICO EN MECANICA AUTOMOTRIZ Y AUTOTRONICA	Vespertino	Acreditada	92	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	TECNICO EN PREVENCION DE RIESGOS.PEV	Vespertino	Acreditada	61	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	TECNICO EN PREVENCION DE RIESGOS	Diurno	No Acreditada	30	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	ADMINISTRACION DE RECURSOS HUMANOS	Diurno	Acreditada	100	29
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL MENCION LEGISLACION TRIBUTARIA	Diurno	Acreditada	86	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL MENCION LEGISLACION TRIBUTARIA	Vespertino	Acreditada	66	24
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION MARKETING	Diurno	Acreditada	85	29
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION MARKETING	Vespertino	Acreditada	20	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION MARKETING.PEV	Vespertino	No Acreditada	58	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	ADMINISTRACION DE REDES COMPUTACIONALES	Diurno	Acreditada	59	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	ADMINISTRACION DE REDES COMPUTACIONALES	Vespertino	Acreditada	78	30
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	TECNICO JURIDICO	Diurno	Acreditada	33	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	ADMINISTRACION DE RECURSOS HUMANOS.PEV	Vespertino	No Acreditada	67	31
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE MELIPILLA	REGIÓN METROPOLITANA	ANALISTA PROGRAMADOR COMPUTACIONAL	Diurno	Acreditada	116	31
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION LOGISTICA.PEV	Vespertino	No Acreditada	14	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TECNICO EN GESTION LOGISTICA.PEV	Vespertino	No Acreditada	316	140
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TECNICO EN GESTION LOGISTICA	Diurno	Acreditada	85	38
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TECNICO EN SERVICIOS FINANCIEROS Y BANCARIOS.PEV	Vespertino	Acreditada	65	33
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION DE RECURSOS HUMANOS	Diurno	Acreditada	284	123
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION FINANCIERA	Diurno	Acreditada	122	57
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	COMERCIO EXTERIOR	Diurno	Acreditada	150	70
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL MENCION LEGISLACION TRIBUTARIA	Diurno	Acreditada	136	54
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION HOTELERA	Diurno	Acreditada	216	73
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION HOTELERA	Vespertino	Acreditada	100	32
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TURISMO TECNICO MENCION EMPRESAS DE VIAJES	Diurno	Acreditada	10	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TURISMO TECNICO MENCION TRAFICO Y CARGA AEREA	Diurno	Acreditada	7	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TURISMO TECNICO MENCION TRAFICO Y CARGA AEREA	Vespertino	Acreditada	1	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION MARKETING	Diurno	Acreditada	230	120
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION LOGISTICA	Diurno	Acreditada	6	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ASISTENTE EJECUTIVO	Diurno	Acreditada	77	21
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ASISTENTE EJECUTIVO	Vespertino	Acreditada	83	26
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	GASTRONOMIA	Diurno	Acreditada	551	215
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	GASTRONOMIA	Vespertino	Acreditada	257	107
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION MARKETING.PEV	Vespertino	No Acreditada	243	139
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION FINANCIERA.PEV	Vespertino	No Acreditada	269	104
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL MENCION LEGISLACION TRIBUTARIA.PEV	Vespertino	No Acreditada	346	140
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION DE REDES COMPUTACIONALES	Diurno	Acreditada	191	63
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION DE REDES COMPUTACIONALES	Vespertino	Acreditada	245	96
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TECNICO JURIDICO	Diurno	Acreditada	134	40
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TURISMO DE AVENTURA	Diurno	No Acreditada	269	105
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION BANCARIA.PEV	Vespertino	No Acreditada	33	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ADMINISTRACION DE RECURSOS HUMANOS.PEV	Vespertino	No Acreditada	477	209
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	COMERCIO EXTERIOR.PEV	Vespertino	No Acreditada	196	69
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ANALISTA PROGRAMADOR COMPUTACIONAL	Diurno	Acreditada	303	117
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	ANALISTA PROGRAMADOR COMPUTACIONAL	Vespertino	Acreditada	240	105
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TECNICO JURIDICO.PEV	Vespertino	No Acreditada	48	
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TURISMO TECNICO MENCION EN EMPRESAS TURISTICAS	Diurno	Acreditada	258	96
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TURISMO TECNICO MENCION EN EMPRESAS TURISTICAS	Vespertino	Acreditada	93	34
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TURISMO TECNICO MENCION EN SERVICIOS AEROCOMERCIALES	Diurno	Acreditada	204	90
CENTRO DE FORMACIÓN TÉCNICA	CFT DUOC UC	SEDE PADRE ALONSO DE OVALLE	REGIÓN METROPOLITANA	TURISMO TECNICO MENCION EN SERVICIOS AEROCOMERCIALES	Vespertino	Acreditada	89	36
CENTRO DE FORMACIÓN TÉCNICA	CFT EDUCAP	CASA CENTRAL (QUILLOTA)	V REGIÓN	TECNICO EN EDUCACION ESPECIAL	Diurno	No Acreditada	39	39
CENTRO DE FORMACIÓN TÉCNICA	CFT EDUCAP	CASA CENTRAL (QUILLOTA)	V REGIÓN	TECNICO EN EDUCACION ESPECIAL	Vespertino	No Acreditada	22	22
CENTRO DE FORMACIÓN TÉCNICA	CFT EDUCAP	CASA CENTRAL (QUILLOTA)	V REGIÓN	SECRETARIADO EJECUTIVO (MODULAR)	Diurno	No Acreditada	56	19
CENTRO DE FORMACIÓN TÉCNICA	CFT EDUCAP	CASA CENTRAL (QUILLOTA)	V REGIÓN	GESTION CONTABLE Y TRIBUTARIA	Vespertino	No Acreditada	64	28
CENTRO DE FORMACIÓN TÉCNICA	CFT EDUCAP	CASA CENTRAL (QUILLOTA)	V REGIÓN	TECNICO EN EDUCACION PARVULARIA	Diurno	No Acreditada	184	62
CENTRO DE FORMACIÓN TÉCNICA	CFT EDUCAP	CASA CENTRAL (QUILLOTA)	V REGIÓN	TECNICO EN EDUCACION PARVULARIA	Vespertino	No Acreditada	104	33
CENTRO DE FORMACIÓN TÉCNICA	CFT EDUCAP	CASA CENTRAL (QUILLOTA)	V REGIÓN	TECNICO JURIDICO	Diurno	No Acreditada	37	15
CENTRO DE FORMACIÓN TÉCNICA	CFT ESANE DEL NORTE	CASA CENTRAL (ANTOFAGASTA)	II REGIÓN	PREVENCION DE RIESGOS MODULAR	Diurno	No Acreditada	64	38
CENTRO DE FORMACIÓN TÉCNICA	CFT ESANE DEL NORTE	CASA CENTRAL (ANTOFAGASTA)	II REGIÓN	PREVENCION DE RIESGOS MODULAR	Vespertino	No Acreditada	215	107
CENTRO DE FORMACIÓN TÉCNICA	CFT ESANE DEL NORTE	CASA CENTRAL (ANTOFAGASTA)	II REGIÓN	OBRAS CIVILES	Vespertino	No Acreditada	47	30
CENTRO DE FORMACIÓN TÉCNICA	CFT ESANE DEL NORTE	CASA CENTRAL (ANTOFAGASTA)	II REGIÓN	ADMINISTRACION DE EMPRESAS	Vespertino	No Acreditada	38	19
CENTRO DE FORMACIÓN TÉCNICA	CFT ESANE DEL NORTE	CASA CENTRAL (ANTOFAGASTA)	II REGIÓN	INTERPRETARIADO INGLES-ALEMAN	Diurno	No Acreditada	27	18
CENTRO DE FORMACIÓN TÉCNICA	CFT ESANE DEL NORTE	CASA CENTRAL (ANTOFAGASTA)	II REGIÓN	INTERPRETARIADO INGLES-ALEMAN	Vespertino	No Acreditada	38	14
CENTRO DE FORMACIÓN TÉCNICA	CFT ESANE DEL NORTE	CASA CENTRAL (ANTOFAGASTA)	II REGIÓN	SECRETARIADO GERENCIAL BILINGÜE	Vespertino	No Acreditada	49	20
CENTRO DE FORMACIÓN TÉCNICA	CFT ESANE DEL NORTE	CASA CENTRAL (ANTOFAGASTA)	II REGIÓN	SECRETARIADO EJECUTIVO EN COMPUTACION	Diurno	No Acreditada	29	10
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA CULINARIA FRANCESA - ECOLE	CASA CENTRAL (LAS CONDES)	REGIÓN METROPOLITANA	DIPLOME SUPERIEUR ECOLE CULINAIRE FRANCAISE	Diurno	No Acreditada	170	74
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE ARTES APLICADAS OFICIOS DEL FUEGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ARTIFICE DEL FUEGO CON ESPECIALIZACION EN CERAMICA O VIDRIO O JOYERIA	Diurno	No Acreditada	16	
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE ARTES APLICADAS OFICIOS DEL FUEGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO ARTIFICE EN IMAGEN DIGITAL	Diurno	No Acreditada	8	8
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE ARTES APLICADAS OFICIOS DEL FUEGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO ARTIFICE EN ORFEBRERIA Y JOYERIA	Diurno	No Acreditada	19	19
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE ARTES APLICADAS OFICIOS DEL FUEGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO EN CONSERVACION Y RESTAURACION	Diurno	No Acreditada	20	8
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE ARTES APLICADAS OFICIOS DEL FUEGO	SEDE EINSTEN	REGIÓN METROPOLITANA	TECNICO ARTIFICE EN CERAMICA Y VIDRIO	Diurno	No Acreditada	15	15
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE ARTES APLICADAS OFICIOS DEL FUEGO	SEDE EINSTEN	REGIÓN METROPOLITANA	TECNICO ARTIFICE EN CERAMICA Y VIDRIO	Vespertino	No Acreditada	3	3
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE ARTES APLICADAS OFICIOS DEL FUEGO	SEDE EINSTEN	REGIÓN METROPOLITANA	TECNICO ARTIFICE EN TEXTIL Y VESTUARIO	Diurno	No Acreditada	8	8
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE INTERPRETES INCENI	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INTERPRETE INGLES-CASTELLANO	Diurno	No Acreditada	80	23
CENTRO DE FORMACIÓN TÉCNICA	CFT ESCUELA DE INTERPRETES INCENI	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INTERPRETE INGLES-CASTELLANO	Vespertino	No Acreditada	38	17
CENTRO DE FORMACIÓN TÉCNICA	CFT ESPERANZA JOVEN	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS CON MENCION EN COMERCIO EXTERIOR (MODULOS DE COMPETENCIA)	Diurno	No Acreditada	8	
CENTRO DE FORMACIÓN TÉCNICA	CFT ESPERANZA JOVEN	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS CON MENCION EN COMERCIO EXTERIOR (MODULOS DE COMPETENCIA)	Vespertino	No Acreditada	65	38
CENTRO DE FORMACIÓN TÉCNICA	CFT ESPERANZA JOVEN	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS CON MENCION EN GESTION DE NEGOCIOS (MODULOS DE COMPETENCIA)	Diurno	No Acreditada	11	
CENTRO DE FORMACIÓN TÉCNICA	CFT ESPERANZA JOVEN	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS CON MENCION EN GESTION DE NEGOCIOS (MODULOS DE COMPETENCIA)	Vespertino	No Acreditada	12	
CENTRO DE FORMACIÓN TÉCNICA	CFT ESPERANZA JOVEN	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PREVENCION DE RIESGOS	Diurno	No Acreditada	74	22
CENTRO DE FORMACIÓN TÉCNICA	CFT ESPERANZA JOVEN	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PREVENCION DE RIESGOS	Vespertino	No Acreditada	97	46
CENTRO DE FORMACIÓN TÉCNICA	CFT ESTUDIO PROFESOR VALERO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INTERPRETE E INSTRUCTOR EN DANZA ESPECTACULO	Diurno	Acreditada	100	51
CENTRO DE FORMACIÓN TÉCNICA	CFT ESTUDIO PROFESOR VALERO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INTERPRETE E INSTRUCTOR EN DANZA ESPECTACULO	Vespertino	Acreditada	27	13
CENTRO DE FORMACIÓN TÉCNICA	CFT ESTUDIO PROFESOR VALERO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INSTRUCTOR EN GIMNASIA JAZZ	Diurno	Acreditada	4	
CENTRO DE FORMACIÓN TÉCNICA	CFT FONTANAR	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ASISTENTE EJECUTIVA EN GESTION ADMINISTRATIVA	Vespertino	No Acreditada	8	8
CENTRO DE FORMACIÓN TÉCNICA	CFT FONTANAR	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ASISTENTE EJECUTIVA EN GESTION ADMINISTRATIVA	Vespertino	No Acreditada	27	22
CENTRO DE FORMACIÓN TÉCNICA	CFT FONTANAR	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	SERVICIOS GASTRONOMICOS HOTELEROS Y DE RESTAURANTE	Diurno	No Acreditada	88	29
CENTRO DE FORMACIÓN TÉCNICA	CFT FONTANAR	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	SERVICIOS GASTRONOMICOS HOTELEROS Y DE RESTAURANTE	Otro	No Acreditada	15	
CENTRO DE FORMACIÓN TÉCNICA	CFT FONTANAR	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO EN ENFERMERIA	Diurno	No Acreditada	91	29
CENTRO DE FORMACIÓN TÉCNICA	CFT FONTANAR	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO EN ENFERMERIA	Diurno	No Acreditada	22	
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	TECNICO EN ODONTOLOGIA	Diurno	No Acreditada	166	65
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	TECNICO EN ODONTOLOGIA	Vespertino	No Acreditada	136	63
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	ADMINISTRACION Y GESTION DE EMPRESAS	Diurno	No Acreditada	83	32
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	ADMINISTRACION Y GESTION DE EMPRESAS	Vespertino	No Acreditada	276	164
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	ADMINISTRACION Y GESTION DE EMPRESAS	A Distancia	No Acreditada	66	58
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	MASOTERAPIA	Diurno	No Acreditada	156	79
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	MASOTERAPIA	Vespertino	No Acreditada	114	67
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	TECNICO EN EDUCACION PARVULARIA	Diurno	No Acreditada	256	128
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	TECNICO EN EDUCACION PARVULARIA	Vespertino	No Acreditada	146	82
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	FOTOGRAFIA Y COMUNICACION VISUAL	Diurno	No Acreditada	64	43
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	FOTOGRAFIA Y COMUNICACION VISUAL	Vespertino	No Acreditada	50	29
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	DISEÑO GRAFICO COMPUTACIONAL	Diurno	No Acreditada	109	60
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	DISEÑO GRAFICO COMPUTACIONAL	Vespertino	No Acreditada	97	69
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	TURISMO Y HOTELERIA	Diurno	No Acreditada	92	54
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	TURISMO Y HOTELERIA	Vespertino	No Acreditada	72	40
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	PREVENCION DE RIESGOS Y MEDIO AMBIENTE	Diurno	No Acreditada	200	131
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	PREVENCION DE RIESGOS Y MEDIO AMBIENTE	Vespertino	No Acreditada	374	222
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL	Diurno	No Acreditada	40	18
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL	Vespertino	No Acreditada	138	90
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL	A Distancia	No Acreditada	49	41
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	COMERCIO EXTERIOR Y RELACIONES INTERNACIONALES	Diurno	No Acreditada	12	12
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	COMERCIO EXTERIOR Y RELACIONES INTERNACIONALES	Vespertino	No Acreditada	49	29
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	COMERCIO EXTERIOR Y RELACIONES INTERNACIONALES	A Distancia	No Acreditada	21	18
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	SOPORTE COMPUTACIONAL	Diurno	No Acreditada	70	27
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	SOPORTE COMPUTACIONAL	Vespertino	No Acreditada	112	54
CENTRO DE FORMACIÓN TÉCNICA	CFT ICEL	CASA CENTRAL	REGIÓN METROPOLITANA	REDES Y TELECOMUNICACIONES	Diurno	No Acreditada	63	35
